work_group,expected_source,status,in_primary,in_secondary,in_combined,expected_documents,combined_documents,expected_doc_ids,combined_doc_ids
Iorga__CalatoriInEpocaDeCritica,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_CalatoriInEpocaDeCritica.txt,Iorga_CalatoriInEpocaDeCritica.txt
Iorga__CalatoriIntre18121821,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_CalatoriIntre18121821.txt,Iorga_CalatoriIntre18121821.txt
Iorga__CalatoriItalieniGermaniElvetieniSiEngleziInTerileNoastre,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_CalatoriItalieniGermaniElvetieniSiEngleziInTerileNoastre.txt,Iorga_CalatoriItalieniGermaniElvetieniSiEngleziInTerileNoastre.txt
Iorga__CalatoriItalieniSiFranceziDupaPaceaDeLaChiuciucCainargi,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_CalatoriItalieniSiFranceziDupaPaceaDeLaChiuciucCainargi.txt,Iorga_CalatoriItalieniSiFranceziDupaPaceaDeLaChiuciucCainargi.txt
Iorga__CalatoriMaiNoiPrinArdeal,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_CalatoriMaiNoiPrinArdeal.txt,Iorga_CalatoriMaiNoiPrinArdeal.txt
Iorga__CalatoriOcazionaliInainteaRazboiuluiRusoAustriacPentruImpartireaTurciei,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_CalatoriOcazionaliInainteaRazboiuluiRusoAustriacPentruImpartireaTurciei.txt,Iorga_CalatoriOcazionaliInainteaRazboiuluiRusoAustriacPentruImpartireaTurciei.txt
Iorga__CalatoriOrientali,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_CalatoriOrientali.txt,Iorga_CalatoriOrientali.txt
Iorga__CalatoriPoloniInTerileNoastreInADouaJumatateAVeaculuiAlXviiiLea,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_CalatoriPoloniInTerileNoastreInADouaJumatateAVeaculuiAlXviiiLea.txt,Iorga_CalatoriPoloniInTerileNoastreInADouaJumatateAVeaculuiAlXviiiLea.txt
Iorga__CalatoriStrainiInAjunulDomnilorPaminteni,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_CalatoriStrainiInAjunulDomnilorPaminteni.txt,Iorga_CalatoriStrainiInAjunulDomnilorPaminteni.txt
Iorga__CalatoriiDinTimpulRazboiuluiDeLa1789La1793,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_CalatoriiDinTimpulRazboiuluiDeLa1789La1793.txt,Iorga_CalatoriiDinTimpulRazboiuluiDeLa1789La1793.txt
Iorga__CalatoriiFranceziDinEpocaRegulamentuluiOrganic,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_CalatoriiFranceziDinEpocaRegulamentuluiOrganic.txt,Iorga_CalatoriiFranceziDinEpocaRegulamentuluiOrganic.txt
Iorga__CalatoriiNouaSiNouaLucrari,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_CalatoriiNouaSiNouaLucrari.txt,Iorga_CalatoriiNouaSiNouaLucrari.txt
Iorga__CalatoriiRazboaielorTurcoPolone,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_CalatoriiRazboaielorTurcoPolone.txt,Iorga_CalatoriiRazboaielorTurcoPolone.txt
Iorga__CasatoriaLuiStefanLuareaHotinuluiSiAChilieiLupteleCuMatiasCorvinul,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_CasatoriaLuiStefanLuareaHotinuluiSiAChilieiLupteleCuMatiasCorvinul.txt,Iorga_CasatoriaLuiStefanLuareaHotinuluiSiAChilieiLupteleCuMatiasCorvinul.txt
Iorga__CatastrofaRazboiului,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_CatastrofaRazboiului.txt,Iorga_CatastrofaRazboiului.txt
Iorga__CatreFratiiDinBasarabia,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_CatreFratiiDinBasarabia.txt,Iorga_CatreFratiiDinBasarabia.txt
Iorga__CeAuFostBucurestii,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_CeAuFostBucurestii.txt,Iorga_CeAuFostBucurestii.txt
Iorga__CeaDintaiInvatatura,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_CeaDintaiInvatatura.txt,Iorga_CeaDintaiInvatatura.txt
Iorga__CeiCareAuCreatRomania,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_CeiCareAuCreatRomania.txt,Iorga_CeiCareAuCreatRomania.txt
Iorga__CeiDintiiCalatoriInVeaculAlXivLea,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_CeiDintiiCalatoriInVeaculAlXivLea.txt,Iorga_CeiDintiiCalatoriInVeaculAlXivLea.txt
Iorga__CelDintaiMediuOrasul,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_CelDintaiMediuOrasul.txt,Iorga_CelDintaiMediuOrasul.txt
Iorga__CeleDintaiuLegaturiCuPoloniiImpacareaBoierilor,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_CeleDintaiuLegaturiCuPoloniiImpacareaBoierilor.txt,Iorga_CeleDintaiuLegaturiCuPoloniiImpacareaBoierilor.txt
Iorga__CeleDintiiAlcatuiriBisericesti,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_CeleDintiiAlcatuiriBisericesti.txt,Iorga_CeleDintiiAlcatuiriBisericesti.txt
Iorga__Cernavoda,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Cernavoda.txt,Iorga_Cernavoda.txt
Iorga__CernetiTopolnita,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_CernetiTopolnita.txt,Iorga_CernetiTopolnita.txt
Iorga__CetateaOteluluiChicago,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_CetateaOteluluiChicago.txt,Iorga_CetateaOteluluiChicago.txt
Iorga__Cimpulung,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Cimpulung.txt,Iorga_Cimpulung.txt
Iorga__CitevaLuniDeOportunism,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_CitevaLuniDeOportunism.txt,Iorga_CitevaLuniDeOportunism.txt
Iorga__CitivaCalatoriDeLaSfirsitulVeaculuiAlXviiiLea,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_CitivaCalatoriDeLaSfirsitulVeaculuiAlXviiiLea.txt,Iorga_CitivaCalatoriDeLaSfirsitulVeaculuiAlXviiiLea.txt
Iorga__Cluj,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Cluj.txt,Iorga_Cluj.txt
Iorga__CoastaSpaniola,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_CoastaSpaniola.txt,Iorga_CoastaSpaniola.txt
Iorga__ComemorareaPierderiiBasarabiei,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_ComemorareaPierderiiBasarabiei.txt,Iorga_ComemorareaPierderiiBasarabiei.txt
Iorga__Constanta,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Constanta.txt,Iorga_Constanta.txt
Iorga__ContinuitateaSpirituluiRomanescInBasarabia,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_ContinuitateaSpirituluiRomanescInBasarabia.txt,Iorga_ContinuitateaSpirituluiRomanescInBasarabia.txt
Iorga__Cozia,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Cozia.txt,Iorga_Cozia.txt
Iorga__Craiova,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Craiova.txt,Iorga_Craiova.txt
Iorga__CuPrilejulDizolvariiDumeiRusesti,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_CuPrilejulDizolvariiDumeiRusesti.txt,Iorga_CuPrilejulDizolvariiDumeiRusesti.txt
Iorga__Dambovita,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Dambovita.txt,Iorga_Dambovita.txt
Iorga__DeACurmezisulAmericei,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_DeACurmezisulAmericei.txt,Iorga_DeACurmezisulAmericei.txt
Iorga__DeLaBrasovLaFagaras,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_DeLaBrasovLaFagaras.txt,Iorga_DeLaBrasovLaFagaras.txt
Iorga__DeLaCimpulungLaGranitaRucarDragoslaveleGuraDimbovicioarei,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_DeLaCimpulungLaGranitaRucarDragoslaveleGuraDimbovicioarei.txt,Iorga_DeLaCimpulungLaGranitaRucarDragoslaveleGuraDimbovicioarei.txt
Iorga__DeLaHategLaGradisteSiLaCetateaLuiDecebal,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_DeLaHategLaGradisteSiLaCetateaLuiDecebal.txt,Iorga_DeLaHategLaGradisteSiLaCetateaLuiDecebal.txt
Iorga__DeLaMoinestiLaBacau,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_DeLaMoinestiLaBacau.txt,Iorga_DeLaMoinestiLaBacau.txt
Iorga__DeLaNasaudLaBistrita,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_DeLaNasaudLaBistrita.txt,Iorga_DeLaNasaudLaBistrita.txt
Iorga__DeLaPredealLaBrasov,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_DeLaPredealLaBrasov.txt,Iorga_DeLaPredealLaBrasov.txt
Iorga__DeLaRodnaLaViseu,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_DeLaRodnaLaViseu.txt,Iorga_DeLaRodnaLaViseu.txt
Iorga__DeLaSamanatorulLaRazboiulBalcanic,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_DeLaSamanatorulLaRazboiulBalcanic.txt,Iorga_DeLaSamanatorulLaRazboiulBalcanic.txt
Iorga__DeLaTirgovisteLaCimpulung,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_DeLaTirgovisteLaCimpulung.txt,Iorga_DeLaTirgovisteLaCimpulung.txt
Iorga__DesavarsireaUnuiCrezPoliticSiSocial,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_DesavarsireaUnuiCrezPoliticSiSocial.txt,Iorga_DesavarsireaUnuiCrezPoliticSiSocial.txt
Iorga__DespreBasarabia,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_DespreBasarabia.txt,Iorga_DespreBasarabia.txt
Iorga__DesvoltareaImperialismuluiContemporan,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_DesvoltareaImperialismuluiContemporan.txt,Iorga_DesvoltareaImperialismuluiContemporan.txt
Iorga__DimitrieCMoruzi,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_DimitrieCMoruzi.txt,Iorga_DimitrieCMoruzi.txt
Iorga__DimitrieCantemirSiMoldovaSa,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_DimitrieCantemirSiMoldovaSa.txt,Iorga_DimitrieCantemirSiMoldovaSa.txt
Iorga__DoiCalatoriAustrieciSulzerSiRaicevich,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_DoiCalatoriAustrieciSulzerSiRaicevich.txt,Iorga_DoiCalatoriAustrieciSulzerSiRaicevich.txt
Iorga__Doljul,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Doljul.txt,Iorga_Doljul.txt
Iorga__DomniaLuiPetruVodaAronUcigasulLuiBogdanVoda,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_DomniaLuiPetruVodaAronUcigasulLuiBogdanVoda.txt,Iorga_DomniaLuiPetruVodaAronUcigasulLuiBogdanVoda.txt
Iorga__Dragomirna,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Dragomirna.txt,Iorga_Dragomirna.txt
Iorga__DregatoriileRomanestiInVeacurileAlXivLeaPinaInAlXviLea,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_DregatoriileRomanestiInVeacurileAlXivLeaPinaInAlXviLea.txt,Iorga_DregatoriileRomanestiInVeacurileAlXivLeaPinaInAlXviLea.txt
Iorga__DupaLicenta,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_DupaLicenta.txt,Iorga_DupaLicenta.txt
Iorga__DureriSiSperanteDinBasarabia,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_DureriSiSperanteDinBasarabia.txt,Iorga_DureriSiSperanteDinBasarabia.txt
Iorga__EpocaLuiMihaiViteazulInMarturiileCalatorilor,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_EpocaLuiMihaiViteazulInMarturiileCalatorilor.txt,Iorga_EpocaLuiMihaiViteazulInMarturiileCalatorilor.txt
Iorga__EpocaMovilestilorInPaginileDeCalatori,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_EpocaMovilestilorInPaginileDeCalatori.txt,Iorga_EpocaMovilestilorInPaginileDeCalatori.txt
Iorga__Falticeni,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Falticeni.txt,Iorga_Falticeni.txt
Iorga__Focsani,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Focsani.txt,Iorga_Focsani.txt
Iorga__Giurgiu,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Giurgiu.txt,Iorga_Giurgiu.txt
Iorga__Gorjul,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Gorjul.txt,Iorga_Gorjul.txt
Iorga__GrupDeRomaniAmericani,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_GrupDeRomaniAmericani.txt,Iorga_GrupDeRomaniAmericani.txt
Iorga__Humor,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Humor.txt,Iorga_Humor.txt
Iorga__Hunedoara,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Hunedoara.txt,Iorga_Hunedoara.txt
Iorga__HureziBistritaArnota,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_HureziBistritaArnota.txt,Iorga_HureziBistritaArnota.txt
Iorga__Husi,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Husi.txt,Iorga_Husi.txt
Iorga__Iasi,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Iasi.txt,Iorga_Iasi.txt
Iorga__IdeiSiLecturi,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_IdeiSiLecturi.txt,Iorga_IdeiSiLecturi.txt
Iorga__ImprejurimiAleBrasovuluiTimpaRisnov,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_ImprejurimiAleBrasovuluiTimpaRisnov.txt,Iorga_ImprejurimiAleBrasovuluiTimpaRisnov.txt
Iorga__ImprejurimileCapitalei,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_ImprejurimileCapitalei.txt,Iorga_ImprejurimileCapitalei.txt
Iorga__ImprejurimileTurzii,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_ImprejurimileTurzii.txt,Iorga_ImprejurimileTurzii.txt
Iorga__InCeasulBiruintii,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_InCeasulBiruintii.txt,Iorga_InCeasulBiruintii.txt
Iorga__InFataPrimuluiRazboi,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_InFataPrimuluiRazboi.txt,Iorga_InFataPrimuluiRazboi.txt
Iorga__InJurulBucurestilor,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_InJurulBucurestilor.txt,Iorga_InJurulBucurestilor.txt
Iorga__InainteDeIntemeiereaDomniilor,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_InainteDeIntemeiereaDomniilor.txt,Iorga_InainteDeIntemeiereaDomniilor.txt
Iorga__IncaUnulPreotulMateevici,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_IncaUnulPreotulMateevici.txt,Iorga_IncaUnulPreotulMateevici.txt
Iorga__InformatoriCatoliciInainteDeDomniaBrancoveanului,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_InformatoriCatoliciInainteDeDomniaBrancoveanului.txt,Iorga_InformatoriCatoliciInainteDeDomniaBrancoveanului.txt
Iorga__InsemnatateaTinuturilorDePestePrut,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_InsemnatateaTinuturilorDePestePrut.txt,Iorga_InsemnatateaTinuturilorDePestePrut.txt
Iorga__InstalareaNouluiRegim,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_InstalareaNouluiRegim.txt,Iorga_InstalareaNouluiRegim.txt
Iorga__IntaiiAniDeProfesorat,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_IntaiiAniDeProfesorat.txt,Iorga_IntaiiAniDeProfesorat.txt
Iorga__InterventiaMilitaraARomaniei,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_InterventiaMilitaraARomaniei.txt,Iorga_InterventiaMilitaraARomaniei.txt
Iorga__IntrOZiDeAprilieSpreCaldarusaniSnagovTiganesti,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_IntrOZiDeAprilieSpreCaldarusaniSnagovTiganesti.txt,Iorga_IntrOZiDeAprilieSpreCaldarusaniSnagovTiganesti.txt
Iorga__IstoriaBasarabieiPanaLaStefanCelMareDomnulMoldovei,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_IstoriaBasarabieiPanaLaStefanCelMareDomnulMoldovei.txt,Iorga_IstoriaBasarabieiPanaLaStefanCelMareDomnulMoldovei.txt
Iorga__IstoriaLiteraturiiRomanesti,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_IstoriaLiteraturiiRomanesti.txt,Iorga_IstoriaLiteraturiiRomanesti.txt
Iorga__IstoriaLuiStefanCelMare,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_IstoriaLuiStefanCelMare.txt,Iorga_IstoriaLuiStefanCelMare.txt
Iorga__JaleaPentruBasarabiaPierduta,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_JaleaPentruBasarabiaPierduta.txt,Iorga_JaleaPentruBasarabiaPierduta.txt
Iorga__LaGranitaMexicului,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_LaGranitaMexicului.txt,Iorga_LaGranitaMexicului.txt
Iorga__Liceul,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Liceul.txt,Iorga_Liceul.txt
Iorga__LiteraturaRomanaNecunoscuta,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_LiteraturaRomanaNecunoscuta.txt,Iorga_LiteraturaRomanaNecunoscuta.txt
Iorga__LiubaDimitriev,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_LiubaDimitriev.txt,Iorga_LiubaDimitriev.txt
Iorga__LosAngeles,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_LosAngeles.txt,Iorga_LosAngeles.txt
Iorga__LuptaDeLaDumbravaRosie,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_LuptaDeLaDumbravaRosie.txt,Iorga_LuptaDeLaDumbravaRosie.txt
Iorga__LuptaDinUrmaPentruPocutia,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_LuptaDinUrmaPentruPocutia.txt,Iorga_LuptaDinUrmaPentruPocutia.txt
Iorga__LuptaPentruScaunulLuiAlexandruCelBun,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_LuptaPentruScaunulLuiAlexandruCelBun.txt,Iorga_LuptaPentruScaunulLuiAlexandruCelBun.txt
Iorga__LupteleCeleDintaiuCuPolonii,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_LupteleCeleDintaiuCuPolonii.txt,Iorga_LupteleCeleDintaiuCuPolonii.txt
Iorga__LupteleLuiStefanCuTatariiAmenintariTurcestiCladireaManastiriiPutna,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_LupteleLuiStefanCuTatariiAmenintariTurcestiCladireaManastiriiPutna.txt,Iorga_LupteleLuiStefanCuTatariiAmenintariTurcestiCladireaManastiriiPutna.txt
Iorga__LupteleLuiVladTepesCuTurciiIncercareaLuiStefanDeAILuaChilia,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_LupteleLuiVladTepesCuTurciiIncercareaLuiStefanDeAILuaChilia.txt,Iorga_LupteleLuiVladTepesCuTurciiIncercareaLuiStefanDeAILuaChilia.txt
Iorga__ManastireaDinDealViforita,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_ManastireaDinDealViforita.txt,Iorga_ManastireaDinDealViforita.txt
Iorga__ManastireaDintrUnLemn,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_ManastireaDintrUnLemn.txt,Iorga_ManastireaDintrUnLemn.txt
Iorga__ManastireaSecuDuraulPeCeahlauValeaBistritei,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_ManastireaSecuDuraulPeCeahlauValeaBistritei.txt,Iorga_ManastireaSecuDuraulPeCeahlauValeaBistritei.txt
Iorga__ManastireaStrehaia,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_ManastireaStrehaia.txt,Iorga_ManastireaStrehaia.txt
Iorga__ManastirileDeLingaIasi,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_ManastirileDeLingaIasi.txt,Iorga_ManastirileDeLingaIasi.txt
Iorga__ManastirileDinNeamt,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_ManastirileDinNeamt.txt,Iorga_ManastirileDinNeamt.txt
Iorga__MarileSchimbariPolitice,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_MarileSchimbariPolitice.txt,Iorga_MarileSchimbariPolitice.txt
Iorga__MarturiAiLupteiDeLaPrut1711,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_MarturiAiLupteiDeLaPrut1711.txt,Iorga_MarturiAiLupteiDeLaPrut1711.txt
Iorga__Medias,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Medias.txt,Iorga_Medias.txt
Iorga__Mehedinti,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Mehedinti.txt,Iorga_Mehedinti.txt
Iorga__MisionarulBandiniInMoldovaLuiVasileLupu,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_MisionarulBandiniInMoldovaLuiVasileLupu.txt,Iorga_MisionarulBandiniInMoldovaLuiVasileLupu.txt
Iorga__MoarteaLuiStefanCelMare,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_MoarteaLuiStefanCelMare.txt,Iorga_MoarteaLuiStefanCelMare.txt
Iorga__MoldovaDinADouaJumatateASecoluluiAlXivLea,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_MoldovaDinADouaJumatateASecoluluiAlXivLea.txt,Iorga_MoldovaDinADouaJumatateASecoluluiAlXivLea.txt
Iorga__MoldovaDinPrimaJumatateASecoluluiAlXviLeaConsideratiiGenerale,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_MoldovaDinPrimaJumatateASecoluluiAlXviLeaConsideratiiGenerale.txt,Iorga_MoldovaDinPrimaJumatateASecoluluiAlXviLeaConsideratiiGenerale.txt
Iorga__MoldovaLuiStefanCelMare,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_MoldovaLuiStefanCelMare.txt,Iorga_MoldovaLuiStefanCelMare.txt
Iorga__MoldovaPanaLaAlexandruCelBun,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_MoldovaPanaLaAlexandruCelBun.txt,Iorga_MoldovaPanaLaAlexandruCelBun.txt
Iorga__Moldovita,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Moldovita.txt,Iorga_Moldovita.txt
Iorga__MulteDrumuriStraine,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_MulteDrumuriStraine.txt,Iorga_MulteDrumuriStraine.txt
Iorga__Muscelul,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Muscelul.txt,Iorga_Muscelul.txt
Iorga__Nasaud,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Nasaud.txt,Iorga_Nasaud.txt
Iorga__NewYork,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_NewYork.txt,Iorga_NewYork.txt
Iorga__NoileGreutatiBudgetare,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_NoileGreutatiBudgetare.txt,Iorga_NoileGreutatiBudgetare.txt
Iorga__OBunaRomancaBasarabeancaDomnicaDonici,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_OBunaRomancaBasarabeancaDomnicaDonici.txt,Iorga_OBunaRomancaBasarabeancaDomnicaDonici.txt
Iorga__OCarteDespreBasarabiaSiImprejurarileNouaDinRusia,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_OCarteDespreBasarabiaSiImprejurarileNouaDinRusia.txt,Iorga_OCarteDespreBasarabiaSiImprejurarileNouaDinRusia.txt
Iorga__OIncercareNeinteleasaSiNesprijinita,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_OIncercareNeinteleasaSiNesprijinita.txt,Iorga_OIncercareNeinteleasaSiNesprijinita.txt
Iorga__ONouaViataPoliticaBloculDeGuvern,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_ONouaViataPoliticaBloculDeGuvern.txt,Iorga_ONouaViataPoliticaBloculDeGuvern.txt
Iorga__ONouacrizaInutila,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_ONouacrizaInutila.txt,Iorga_ONouacrizaInutila.txt
Iorga__OVaraDePiriCalomniiSiIntrigi,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_OVaraDePiriCalomniiSiIntrigi.txt,Iorga_OVaraDePiriCalomniiSiIntrigi.txt
Iorga__OVesteBunaDinBasarabia,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_OVesteBunaDinBasarabia.txt,Iorga_OVesteBunaDinBasarabia.txt
Iorga__OcnaSibiului,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_OcnaSibiului.txt,Iorga_OcnaSibiului.txt
Iorga__OfiteriRusoFranceziSiRusiDespreRazboaieleDin178992Si18021806,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_OfiteriRusoFranceziSiRusiDespreRazboaieleDin178992Si18021806.txt,Iorga_OfiteriRusoFranceziSiRusiDespreRazboaieleDin178992Si18021806.txt
Iorga__Oltul,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Oltul.txt,Iorga_Oltul.txt
Iorga__OperaLuiDelChiaro,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_OperaLuiDelChiaro.txt,Iorga_OperaLuiDelChiaro.txt
Iorga__Orastie,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Orastie.txt,Iorga_Orastie.txt
Iorga__OrasulFagaras,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_OrasulFagaras.txt,Iorga_OrasulFagaras.txt
Iorga__OrizonturiMostenite,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_OrizonturiMostenite.txt,Iorga_OrizonturiMostenite.txt
Iorga__OsteneliDeIstoric,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_OsteneliDeIstoric.txt,Iorga_OsteneliDeIstoric.txt
Iorga__PaginileAlexandrineiMihaescu,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_PaginileAlexandrineiMihaescu.txt,Iorga_PaginileAlexandrineiMihaescu.txt
Iorga__PanegiriculLuiStefanCelMare,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_PanegiriculLuiStefanCelMare.txt,Iorga_PanegiriculLuiStefanCelMare.txt
Iorga__Parahauti,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Parahauti.txt,Iorga_Parahauti.txt
Iorga__Parlamentul,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Parlamentul.txt,Iorga_Parlamentul.txt
Iorga__PavelGore,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_PavelGore.txt,Iorga_PavelGore.txt
Iorga__PavilionulBasarabiei,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_PavilionulBasarabiei.txt,Iorga_PavilionulBasarabiei.txt
